City,State,Restaurant Name,Dish Name,Dish Category,Restaurant Address,Price,Menu Description,Ingredients,Calories,Protein,Fibre,Sugar,Diet Type,Cooking Method,Gluten-Free,Seed-Oil-Free,Fresh Ingredients,Source,Source URL,Date Collected
Coimbatore,Tamil Nadu,Barbeque Nation,Tandoori Chicken,Starter,Town Hall Coimbatore,800,Chicken marinated in yogurt and spices then grilled,Chicken|Yogurt|Spices,NULL,NULL,NULL,NULL,Non-Vegetarian,Tandoori,Yes,Unknown,Yes,Official Website,https://www.barbequenation.com,2026-09-07
Nagpur,Maharashtra,Corridor Seven,Egg White & Mutton Keema,Bowl,Dharampeth Nagpur,480,Protein dense bowl of egg whites and lean mutton,Egg Whites|Mutton Keema,NULL,NULL,NULL,NULL,Non-Vegetarian,Grilled,Yes,Unknown,Yes,Official Website,https://corridorseven.in,2026-09-07
Nagpur,Maharashtra,Breakfast Story,Scrambled Eggs with Spinach,Breakfast,Hingna Road Nagpur,220,Eggs scrambled with fresh spinach,Eggs|Spinach,NULL,NULL,NULL,NULL,Non-Vegetarian,Grilled,Yes,Unknown,Yes,Official Website,https://breakfaststory.in,2026-09-07
Nagpur,Maharashtra,EatFit,Egg White & Chicken Keema Bowl,Bowl,Dharampeth Nagpur,350,High protein egg whites with lean chicken keema,Egg Whites|Chicken Keema|Spices,NULL,NULL,NULL,NULL,Non-Vegetarian,Steamed,Unknown,Unknown,Yes,Official Website,https://www.eatfit.in,2026-09-07
Nagpur,Maharashtra,Subway,Paneer Tikka Salad,Salad,Sitabuldi Nagpur,300,Paneer tikka cubes tossed with fresh salad,Paneer|Lettuce|Tomato|Cucumber,NULL,NULL,NULL,NULL,Vegetarian,Tandoori,Unknown,Unknown,Yes,Official Website,https://www.subway.com/en-IN,2026-09-07
Nagpur,Maharashtra,Faasos,Moong Dal Chilla,Breakfast,Pratap Nagar Nagpur,150,High protein lentil pancake,Moong Dal|Herbs,NULL,NULL,NULL,NULL,Vegetarian,Grilled,Yes,Unknown,Yes,Official Website,https://www.faasos.com,2026-09-07
Bhopal,Madhya Pradesh,Bake N Shake,Wood-Fired Roast Chicken,Main,Arera Colony Bhopal,420,Roast chicken prepared in wood fired oven,Chicken|Herbs,NULL,NULL,NULL,NULL,Non-Vegetarian,Roasted,Yes,Unknown,Yes,Official Website,https://bakenshake.in,2026-09-07
Bhopal,Madhya Pradesh,Greek Food and Beyond,Greek Salad,Salad,MP Nagar Bhopal,280,Fresh cucumbers tomatoes and feta,Cucumber|Tomato|Feta|Olives,NULL,NULL,NULL,NULL,Vegetarian,Raw,Yes,Unknown,Yes,Official Website,https://greekfood.in,2026-09-07
Bhopal,Madhya Pradesh,EatFit,Chicken Tikka Super Bowl,Bowl,Arera Colony Bhopal,450,Healthy tandoori chicken bowl with millet,Chicken|Millet|Veggies,NULL,NULL,NULL,NULL,Non-Vegetarian,Tandoori,Unknown,Unknown,Yes,Official Website,https://www.eatfit.in,2026-09-07
Bhopal,Madhya Pradesh,Subway,Roasted Chicken Salad,Salad,DB City Mall Bhopal,320,Roasted chicken breast with garden greens,Chicken|Lettuce|Tomato|Cucumber,NULL,NULL,NULL,NULL,Non-Vegetarian,Roasted,Unknown,Unknown,Yes,Official Website,https://www.subway.com/en-IN,2026-09-07
Bhopal,Madhya Pradesh,Barbeque Nation,Grilled Prawns,Starter,MP Nagar Bhopal,800,Marinaded prawns grilled on skewers,Prawns|Spices,NULL,NULL,NULL,NULL,Non-Vegetarian,Grilled,Yes,Unknown,Yes,Official Website,https://www.barbequenation.com,2026-09-07
Bhubaneswar,Odisha,Michael's Kitchen,Grilled Chicken Breast,Main,Khandagiri Bhubaneswar,380,Herb grilled chicken breast with steamed veggies,Chicken Breast|Veggies|Herbs,NULL,NULL,NULL,NULL,Non-Vegetarian,Grilled,Yes,Unknown,Yes,Official Website,https://michaelskitchen.in,2026-09-07
Bhubaneswar,Odisha,Truly Fresh,Green Sprout Salad,Salad,Patia Bhubaneswar,200,Mixed sprouts with lemon and cucumber,Mixed Sprouts|Cucumber|Lemon,NULL,NULL,NULL,NULL,Vegan,Raw,Yes,Yes,Yes,Official Website,https://trulyfresh.in,2026-09-07
Bhubaneswar,Odisha,EatFit,Palak Paneer & Millet Khichdi,Main,Chandrasekharpur Bhubaneswar,320,Nutritious palak paneer over millet khichdi,Spinach|Paneer|Millet,NULL,NULL,NULL,NULL,Vegetarian,Steamed,Yes,Unknown,Yes,Official Website,https://www.eatfit.in,2026-09-07
Bhubaneswar,Odisha,Subway,Tandoori Chicken Salad,Salad,Patia Bhubaneswar,320,Tandoori chicken strips with fresh veggies,Chicken|Lettuce|Tomato|Cucumber,NULL,NULL,NULL,NULL,Non-Vegetarian,Tandoori,Unknown,Unknown,Yes,Official Website,https://www.subway.com/en-IN,2026-09-07
Bhubaneswar,Odisha,Barbeque Nation,Tandoori Mushroom,Starter,Janpath Bhubaneswar,700,Mushrooms marinated and grilled,Mushroom|Spices|Yogurt,NULL,NULL,NULL,NULL,Vegetarian,Tandoori,Yes,Unknown,Yes,Official Website,https://www.barbequenation.com,2026-09-07
Goa,Goa,Mojigao,Wild Caught Kingfish Steak,Main,Assagao Goa,750,Fresh caught kingfish grilled with herbs,Kingfish|Herbs|Olive Oil,NULL,NULL,NULL,NULL,Non-Vegetarian,Grilled,Yes,Unknown,Yes,Official Website,https://mojigao.com,2026-09-07
Goa,Goa,Artjuna,Middle Eastern Falafel Plate,Main,Anjuna Goa,450,Baked falafel with hummus and fresh salad,Falafel|Hummus|Salad,NULL,NULL,NULL,NULL,Vegan,Baked,Unknown,Unknown,Yes,Official Website,https://artjuna.com,2026-09-07
Goa,Goa,Zest,Vegan Glow Bowl,Bowl,Palolem Goa,550,Quinoa roasted sweet potato and avocado,Quinoa|Sweet Potato|Avocado,NULL,NULL,NULL,NULL,Vegan,Roasted,Yes,Yes,Yes,Official Website,https://zestgoa.com,2026-09-07
Goa,Goa,Bean Me Up,Tofu Tempeh Protein Bowl,Bowl,Vagator Goa,480,Organic tempeh and tofu with steamed greens,Tofu|Tempeh|Greens,NULL,NULL,NULL,NULL,Vegan,Steamed,Yes,Unknown,Yes,Official Website,https://beanmeup.in,2026-09-07
Goa,Goa,Subway,Veggie Delite Salad,Salad,Panaji Goa,250,Fresh mixed greens and vegetables,Lettuce|Tomato|Cucumber|Olives,NULL,NULL,NULL,NULL,Vegan,Raw,Yes,Unknown,Yes,Official Website,https://www.subway.com/en-IN,2026-09-07
Amritsar,Punjab,Makhan Fish,Tandoori Fish No Batter,Starter,Majitha Road Amritsar,500,Fresh river fish roasted in tandoor without batter,Fish|Spices,NULL,NULL,NULL,NULL,Non-Vegetarian,Tandoori,Yes,Unknown,Yes,Official Website,https://makhanfish.com,2026-09-07
Amritsar,Punjab,The Yellow Chilli,Tandoori Paneer Tikka,Starter,Ranjit Avenue Amritsar,350,Cottage cheese marinated and clay oven roasted,Paneer|Yogurt|Spices,NULL,NULL,NULL,NULL,Vegetarian,Tandoori,Yes,Unknown,Yes,Official Website,https://theyellowchilli.com,2026-09-07
Amritsar,Punjab,EatFit,Classic Moong Dal & Rice,Main,Ranjit Avenue Amritsar,220,Simple comforting lentil and rice bowl,Moong Dal|Rice,NULL,NULL,NULL,NULL,Vegetarian,Steamed,Yes,Unknown,Yes,Official Website,https://www.eatfit.in,2026-09-07
Amritsar,Punjab,Subway,Paneer Tikka Salad,Salad,Lawrence Road Amritsar,300,Paneer tikka cubes tossed with fresh salad,Paneer|Lettuce|Tomato|Cucumber,NULL,NULL,NULL,NULL,Vegetarian,Tandoori,Unknown,Unknown,Yes,Official Website,https://www.subway.com/en-IN,2026-09-07
Amritsar,Punjab,Barbeque Nation,Grilled Chicken Tikka,Starter,Ranjit Avenue Amritsar,800,Chicken marinated in yogurt and spices then grilled,Chicken|Yogurt|Spices,NULL,NULL,NULL,NULL,Non-Vegetarian,Tandoori,Yes,Unknown,Yes,Official Website,https://www.barbequenation.com,2026-09-07
Dehradun,Uttarakhand,Orchard,Steamed Tibetan Veg Momos,Starter,Rajpur Road Dehradun,250,Steamed dumplings stuffed with fresh vegetables,Cabbage|Carrot|Flour,NULL,NULL,NULL,NULL,Vegan,Steamed,Unknown,Unknown,Yes,Official Website,https://orcharddehradun.com,2026-09-07
Dehradun,Uttarakhand,Kalsang,Tofu with Bok Choy,Main,Rajpur Road Dehradun,350,Stir fried tofu with fresh bok choy,Tofu|Bok Choy,NULL,NULL,NULL,NULL,Vegan,Grilled,Unknown,Unknown,Yes,Official Website,https://kalsang.in,2026-09-07
Dehradun,Uttarakhand,EatFit,Fruit Pop Oatmeal Bowl,Breakfast,Jakhan Dehradun,220,High fibre oatmeal with fresh fruits,Oats|Apple|Banana|Chia,NULL,NULL,NULL,NULL,Vegetarian,Raw,Unknown,Yes,Yes,Official Website,https://www.eatfit.in,2026-09-07
Dehradun,Uttarakhand,Subway,Roasted Chicken Salad,Salad,Rajpur Road Dehradun,320,Roasted chicken breast with garden greens,Chicken|Lettuce|Tomato|Cucumber,NULL,NULL,NULL,NULL,Non-Vegetarian,Roasted,Unknown,Unknown,Yes,Official Website,https://www.subway.com/en-IN,2026-09-07
Dehradun,Uttarakhand,Faasos,Moong Dal Chilla,Breakfast,Ballupur Dehradun,150,High protein lentil pancake,Moong Dal|Herbs,NULL,NULL,NULL,NULL,Vegetarian,Grilled,Yes,Unknown,Yes,Official Website,https://www.faasos.com,2026-09-07
Rishikesh,Uttarakhand,The Sitting Elephant,Steamed Veggies & Dal,Main,Laxman Jhula Rishikesh,300,Mixed steamed vegetables with yellow lentils,Mixed Veggies|Yellow Dal,NULL,NULL,NULL,NULL,Vegan,Steamed,Yes,Unknown,Yes,Official Website,https://thesittingelephant.com,2026-09-07
Rishikesh,Uttarakhand,Little Buddha Cafe,Vegan Israeli Platter,Main,Laxman Jhula Rishikesh,400,Hummus tahini Israeli salad and pita,Hummus|Tahini|Cucumber|Pita,NULL,NULL,NULL,NULL,Vegan,Raw,Unknown,Unknown,Yes,Official Website,https://littlebuddhacafe.in,2026-09-07
Rishikesh,Uttarakhand,Pure Soul,Organic Quinoa Salad,Salad,Tapovan Rishikesh,350,Organic quinoa with fresh herbs and lemon,Quinoa|Herbs|Lemon,NULL,NULL,NULL,NULL,Vegan,Raw,Yes,Unknown,Yes,Official Website,https://puresoul.in,2026-09-07
Rishikesh,Uttarakhand,Ramana's Garden,Fresh Spinach Salad,Salad,Tapovan Rishikesh,250,Organic spinach from their own garden,Spinach|Tomato|Lemon,NULL,NULL,NULL,NULL,Vegan,Raw,Yes,Yes,Yes,Official Website,https://ramanasgarden.in,2026-09-07
Rishikesh,Uttarakhand,Subway,Veggie Delite Salad,Salad,Tapovan Rishikesh,250,Fresh mixed greens and vegetables,Lettuce|Tomato|Cucumber|Olives,NULL,NULL,NULL,NULL,Vegan,Raw,Yes,Unknown,Yes,Official Website,https://www.subway.com/en-IN,2026-09-07
Mysuru,Karnataka,Depth N Green,Sprouts & Avocado Bowl,Bowl,Gokulam Mysuru,320,Fresh sprouts mixed with ripe avocado,Sprouts|Avocado|Lemon,NULL,NULL,NULL,NULL,Vegan,Raw,Yes,Yes,Yes,Official Website,https://depthngreen.com,2026-09-07
Mysuru,Karnataka,SAPA,Sourdough Toast with Eggs,Breakfast,Vontikoppal Mysuru,280,Freshly baked sourdough with poached eggs,Sourdough|Eggs,NULL,NULL,NULL,NULL,Non-Vegetarian,Baked,Unknown,Unknown,Yes,Official Website,https://sapabakery.com,2026-09-07
Mysuru,Karnataka,EatFit,Egg White & Chicken Keema Bowl,Bowl,Gokulam Mysuru,350,High protein egg whites with lean chicken keema,Egg Whites|Chicken Keema|Spices,NULL,NULL,NULL,NULL,Non-Vegetarian,Steamed,Unknown,Unknown,Yes,Official Website,https://www.eatfit.in,2026-09-07
Mysuru,Karnataka,Subway,Paneer Tikka Salad,Salad,KD Road Mysuru,300,Paneer tikka cubes tossed with fresh salad,Paneer|Lettuce|Tomato|Cucumber,NULL,NULL,NULL,NULL,Vegetarian,Tandoori,Unknown,Unknown,Yes,Official Website,https://www.subway.com/en-IN,2026-09-07
Mysuru,Karnataka,Barbeque Nation,Grilled Fish,Starter,BM Habitat Mall Mysuru,800,Fish fillets marinated and grilled,Fish|Spices,NULL,NULL,NULL,NULL,Non-Vegetarian,Grilled,Yes,Unknown,Yes,Official Website,https://www.barbequenation.com,2026-09-07
Udaipur,Rajasthan,Millets of Mewar,Mixed Millet Porridge,Breakfast,Pichola Udaipur,220,Porridge made with local Rajasthan millets,Mixed Millets|Milk|Almonds,NULL,NULL,NULL,NULL,Vegetarian,Steamed,Yes,Yes,Yes,Official Website,https://milletsofmewar.com,2026-09-07
Udaipur,Rajasthan,Savage Garden,Grilled Veggies in Olive Oil,Starter,Chandpole Udaipur,300,Assorted vegetables grilled lightly in olive oil,Zucchini|Bell Pepper|Olive Oil,NULL,NULL,NULL,NULL,Vegan,Grilled,Yes,Unknown,Yes,Official Website,https://savagegarden.in,2026-09-07
Udaipur,Rajasthan,EatFit,Chicken Tikka Super Bowl,Bowl,Fatehpura Udaipur,450,Healthy tandoori chicken bowl with millet,Chicken|Millet|Veggies,NULL,NULL,NULL,NULL,Non-Vegetarian,Tandoori,Unknown,Unknown,Yes,Official Website,https://www.eatfit.in,2026-09-07
Udaipur,Rajasthan,Subway,Tandoori Chicken Salad,Salad,Celebration Mall Udaipur,320,Tandoori chicken strips with fresh veggies,Chicken|Lettuce|Tomato|Cucumber,NULL,NULL,NULL,NULL,Non-Vegetarian,Tandoori,Unknown,Unknown,Yes,Official Website,https://www.subway.com/en-IN,2026-09-07
Udaipur,Rajasthan,Faasos,Moong Dal Chilla,Breakfast,Panchwati Udaipur,150,High protein lentil pancake,Moong Dal|Herbs,NULL,NULL,NULL,NULL,Vegetarian,Grilled,Yes,Unknown,Yes,Official Website,https://www.faasos.com,2026-09-07
Vadodara,Gujarat,Meraki Cafe,High-Protein Bajra & Paneer Chilla,Breakfast,Alkapuri Vadodara,290,Pearl millet pancake stuffed with paneer,Bajra|Paneer|Spices,NULL,NULL,NULL,NULL,Vegetarian,Grilled,Yes,Unknown,Yes,Official Website,https://merakicafe.in,2026-09-07
Vadodara,Gujarat,Sante Spa Cuisine,The Vegan Raw Buddha Bowl,Bowl,Gotri Vadodara,580,Raw mix of greens beet carrots and sprouts,Greens|Beet|Avocado|Sprouts|Peanuts,NULL,NULL,NULL,NULL,Vegan,Raw,Yes,Yes,Yes,JustDial,https://www.justdial.com/Vadodara/Sante-Spa-Cuisine,2026-09-07
Vadodara,Gujarat,EatFit,Palak Paneer & Millet Khichdi,Main,Alkapuri Vadodara,320,Nutritious palak paneer over millet khichdi,Spinach|Paneer|Millet,NULL,NULL,NULL,NULL,Vegetarian,Steamed,Yes,Unknown,Yes,Official Website,https://www.eatfit.in,2026-09-07
Vadodara,Gujarat,Subway,Roasted Chicken Salad,Salad,Fatehgunj Vadodara,320,Roasted chicken breast with garden greens,Chicken|Lettuce|Tomato|Cucumber,NULL,NULL,NULL,NULL,Non-Vegetarian,Roasted,Unknown,Unknown,Yes,Official Website,https://www.subway.com/en-IN,2026-09-07
Vadodara,Gujarat,Barbeque Nation,Grilled Prawns,Starter,Alkapuri Vadodara,800,Marinaded prawns grilled on skewers,Prawns|Spices,NULL,NULL,NULL,NULL,Non-Vegetarian,Grilled,Yes,Unknown,Yes,Official Website,https://www.barbequenation.com,2026-09-07
Nashik,Maharashtra,BLD,Grilled Chicken Caesar,Salad,College Road Nashik,350,Grilled chicken with lettuce and dressing on the side,Chicken|Lettuce|Parmesan,NULL,NULL,NULL,NULL,Non-Vegetarian,Grilled,Unknown,Unknown,Yes,Official Website,https://bldnashik.in,2026-09-07
Nashik,Maharashtra,River Crest,Tandoori Paneer,Starter,Gangapur Road Nashik,320,Cottage cheese cubes roasted in tandoor,Paneer|Yogurt|Spices,NULL,NULL,NULL,NULL,Vegetarian,Tandoori,Yes,Unknown,Yes,Official Website,https://rivercrest.in,2026-09-07
Nashik,Maharashtra,EatFit,Classic Moong Dal & Rice,Main,College Road Nashik,220,Simple comforting lentil and rice bowl,Moong Dal|Rice,NULL,NULL,NULL,NULL,Vegetarian,Steamed,Yes,Unknown,Yes,Official Website,https://www.eatfit.in,2026-09-07
Nashik,Maharashtra,Subway,Veggie Delite Salad,Salad,City Centre Mall Nashik,250,Fresh mixed greens and vegetables,Lettuce|Tomato|Cucumber|Olives,NULL,NULL,NULL,NULL,Vegan,Raw,Yes,Unknown,Yes,Official Website,https://www.subway.com/en-IN,2026-09-07
Nashik,Maharashtra,Faasos,Oats Chilla,Breakfast,Indira Nagar Nashik,160,Oats based healthy pancake,Oats|Spices,NULL,NULL,NULL,NULL,Vegetarian,Grilled,Unknown,Unknown,Yes,Official Website,https://www.faasos.com,2026-09-07
Visakhapatnam,Andhra Pradesh,Flying Spaghetti Monster,Grilled Fish with Veggies,Main,Siripuram Visakhapatnam,650,Fresh catch grilled with herbs and served with steamed veggies,Fish|Veggies|Herbs,NULL,NULL,NULL,NULL,Non-Vegetarian,Grilled,Yes,Unknown,Yes,Official Website,https://fsm.co.in,2026-09-07
Visakhapatnam,Andhra Pradesh,Cascades,Steamed Tofu & Broccoli,Main,Daba Gardens Visakhapatnam,380,Lightly steamed tofu and broccoli in clear sauce,Tofu|Broccoli,NULL,NULL,NULL,NULL,Vegan,Steamed,Unknown,Unknown,Yes,Official Website,https://cascades.in,2026-09-07
Visakhapatnam,Andhra Pradesh,EatFit,Fruit Pop Oatmeal Bowl,Breakfast,MVP Colony Visakhapatnam,220,High fibre oatmeal with fresh fruits,Oats|Apple|Banana|Chia,NULL,NULL,NULL,NULL,Vegetarian,Raw,Unknown,Yes,Yes,Official Website,https://www.eatfit.in,2026-09-07
Visakhapatnam,Andhra Pradesh,Subway,Tandoori Chicken Salad,Salad,Asilmetta Visakhapatnam,320,Tandoori chicken strips with fresh veggies,Chicken|Lettuce|Tomato|Cucumber,NULL,NULL,NULL,NULL,Non-Vegetarian,Tandoori,Unknown,Unknown,Yes,Official Website,https://www.subway.com/en-IN,2026-09-07
Visakhapatnam,Andhra Pradesh,Barbeque Nation,Tandoori Mushroom,Starter,MVP Colony Visakhapatnam,700,Mushrooms marinated and grilled,Mushroom|Spices|Yogurt,NULL,NULL,NULL,NULL,Vegetarian,Tandoori,Yes,Unknown,Yes,Official Website,https://www.barbequenation.com,2026-09-07
Patna,Bihar,Bansi Vihar,Plain Ragi Idli,Breakfast,Frazer Road Patna,150,Healthy ragi and lentil steamed cakes,Ragi|Lentils|Rice,NULL,NULL,NULL,NULL,Vegan,Steamed,Yes,Unknown,Yes,Official Website,https://bansivihar.in,2026-09-07
Patna,Bihar,Kapil Dev's Elevens,Grilled Chicken Tikka,Starter,Frazer Road Patna,450,Chicken marinated in yogurt and spices then grilled,Chicken|Yogurt|Spices,NULL,NULL,NULL,NULL,Non-Vegetarian,Tandoori,Yes,Unknown,Yes,Official Website,https://kapildevselevens.in,2026-09-07
Patna,Bihar,EatFit,Egg White & Chicken Keema Bowl,Bowl,Boring Road Patna,350,High protein egg whites with lean chicken keema,Egg Whites|Chicken Keema|Spices,NULL,NULL,NULL,NULL,Non-Vegetarian,Steamed,Unknown,Unknown,Yes,Official Website,https://www.eatfit.in,2026-09-07
Patna,Bihar,Subway,Paneer Tikka Salad,Salad,Boring Road Patna,300,Paneer tikka cubes tossed with fresh salad,Paneer|Lettuce|Tomato|Cucumber,NULL,NULL,NULL,NULL,Vegetarian,Tandoori,Unknown,Unknown,Yes,Official Website,https://www.subway.com/en-IN,2026-09-07
Patna,Bihar,Barbeque Nation,Grilled Chicken,Starter,Frazer Road Patna,800,Chicken marinated in yogurt and spices then grilled,Chicken|Yogurt|Spices,NULL,NULL,NULL,NULL,Non-Vegetarian,Tandoori,Yes,Unknown,Yes,Official Website,https://www.barbequenation.com,2026-09-07
