Dish ID,Dish Name,Restaurant,Restaurant Address,City,Country,Postal Code (ZIP / PIN),Meal Category,Dietary Pattern,Macro Tier,Calories (kcal),Protein (g),Carbs (g),Fat (g),Fiber (g),Net Carbs (g),Estimated Sugar (g),Cooking Fat,Seed-Oil Free,Gluten-Free,Keto-Friendly,Grass-Fed / Pastured,Dairy-Free,Diet Tags,Key Ingredients,Health Highlights,Price,Rating,Reviews Count,Chef & Verification Notes,Latitude,Longitude
in-chennai-600005-4,Artisanal Cow Milk Paneer Tikka Salad,Greenr Cafe (Marina Beach / Triplicane),"Kamarajar Promenade, Marina, Chennai, Tamil Nadu 600005",Chennai,India,600005,Salad & Raw Greens,Vegetarian (Dairy / Pure Ghee),Balanced Clean Protein (20g-34g),340,28,16,16,6,10,2,Pure A2 Desi Cow Ghee,YES,YES,YES,YES,NO,Seed Oil Free; Gluten-Free; High Protein; High Fiber; Low Sugar; Millet / Whole Grain,Organic grass-fed cow paneer; charred bell peppers & onions; massaged baby greens; mint-coriander emulsion; roasted flaxseed,28g High-Quality Protein; Pure A2 Desi Cow Ghee; Zero Seed Oils; 6g Dietary Fiber; 100% Gluten-Free,₹250,4.8,396,"Freshly coagulated cow milk paneer lightly blistered in clay tandoor. Low carb, high calcium, zero wheat additives.",13.07228,80.27401
in-chennai-600005-5,Coastal Wild Kingfish Tawa Steak,Mojigao Coastal (Marina Beach / Triplicane),"Kamarajar Promenade, Marina, Chennai, Tamil Nadu 600005",Chennai,India,600005,Wild Seafood & Coastal,Pescetarian,High Protein (35g-44g),410,44,8,18,4,4,1,Wood-Pressed Virgin Coconut Oil,YES,YES,YES,NO,YES,Seed Oil Free; Gluten-Free; High Protein; High Fiber; Low Sugar; Millet / Whole Grain,Wild-caught coastal kingfish / surmai; freshly ground Malabar pepper; kokum extract; curry leaves; steamed French beans,44g Wild Marine Protein; Wood-Pressed Coconut Oil; Zero Seed Oils; Heart-Healthy Omega 3; 100% Gluten-Free,₹203,4.8,219,"Fresh caught kingfish pan-seared gently in cold-pressed virgin coconut oil with digestive kokum. Zero batter, zero trans-fats.",13.07973,80.26826
in-chennai-600018-1,Artisanal Cow Milk Paneer Tikka Salad,Greenr Cafe (Alwarpet),"TTK Road, Alwarpet, Chennai, Tamil Nadu 600018",Chennai,India,600018,Salad & Raw Greens,Vegetarian (Dairy / Pure Ghee),Balanced Clean Protein (20g-34g),340,28,16,16,6,10,2,Pure A2 Desi Cow Ghee,YES,YES,YES,YES,NO,Seed Oil Free; Gluten-Free; High Protein; High Fiber; Low Sugar; Millet / Whole Grain,Organic grass-fed cow paneer; charred bell peppers & onions; massaged baby greens; mint-coriander emulsion; roasted flaxseed,28g High-Quality Protein; Pure A2 Desi Cow Ghee; Zero Seed Oils; 6g Dietary Fiber; 100% Gluten-Free,₹374,4.8,262,"Freshly coagulated cow milk paneer lightly blistered in clay tandoor. Low carb, high calcium, zero wheat additives.",13.0801,80.28548
in-chennai-600018-2,Coastal Wild Kingfish Tawa Steak,Mojigao Coastal (Alwarpet),"TTK Road, Alwarpet, Chennai, Tamil Nadu 600018",Chennai,India,600018,Wild Seafood & Coastal,Pescetarian,High Protein (35g-44g),410,44,8,18,4,4,1,Wood-Pressed Virgin Coconut Oil,YES,YES,YES,NO,YES,Seed Oil Free; Gluten-Free; High Protein; High Fiber; Low Sugar; Millet / Whole Grain,Wild-caught coastal kingfish / surmai; freshly ground Malabar pepper; kokum extract; curry leaves; steamed French beans,44g Wild Marine Protein; Wood-Pressed Coconut Oil; Zero Seed Oils; Heart-Healthy Omega 3; 100% Gluten-Free,₹384,4.8,320,"Fresh caught kingfish pan-seared gently in cold-pressed virgin coconut oil with digestive kokum. Zero batter, zero trans-fats.",13.0942,80.25848
in-chennai-600018-3,Jowar Bhakri with Sprouted Matki Usal,Swaad Organic (Alwarpet),"TTK Road, Alwarpet, Chennai, Tamil Nadu 600018",Chennai,India,600018,Ancient Millets & Ayurvedic Staples,100% Plant-Based / Vegan,Balanced Clean Protein (20g-34g),320,21,42,6,10,32,5,Pure A2 Desi Cow Ghee,YES,YES,NO,YES,YES,Seed Oil Free; Gluten-Free; High Protein; High Fiber; Low Sugar; Millet / Whole Grain,100% Hand-pressed jowar (sorghum) flour; sprouted dew beans (matki); fresh ginger & garlic; tempered mustard seeds; green chili,21g Plant Protein; Pure A2 Ghee; Zero Seed Oils; 10g Millet Fiber; 100% Gluten-Free,₹226,4.8,80,"Ancient grain sorghum roti hand-patted and puffed on cast-iron tawa, served with enzymatic sprouted dew bean curry. 100% gluten-free.",13.07479,80.28346
in-chennai-600018-4,Steamed Ragi Mudde with Huruli (Horsegram) Saaru,Karnataka Millets (Alwarpet),"TTK Road, Alwarpet, Chennai, Tamil Nadu 600018",Chennai,India,600018,Ancient Millets & Ayurvedic Staples,100% Plant-Based / Vegan,Balanced Clean Protein (20g-34g),290,23,38,4,12,26,5,Pure A2 Desi Cow Ghee,YES,YES,NO,YES,YES,Seed Oil Free; Gluten-Free; High Protein; High Fiber; Low Sugar; Millet / Whole Grain,Finger millet (ragi) whole grain flour; horsegram (kulthi) slow broth; crushed peppercorns; fresh coriander roots; curry leaf tadka,23g High-Protein Broth; Pure A2 Cow Ghee; Zero Seed Oils; 12g High Fiber; 100% Gluten-Free,₹234,4.7,91,Legendary Ayurvedic endurance staple. Steamed mineral-rich ragi ball paired with high-protein horsegram broth. Zero seed oils.,13.09462,80.26004
in-chennai-600018-5,High-Protein Sattu & Roasted Jeera Buttermilk Bowl,Bihar Sattu & Grain (Alwarpet),"TTK Road, Alwarpet, Chennai, Tamil Nadu 600018",Chennai,India,600018,Pulse & Sprouted Legumes,Vegetarian (Dairy / Pure Ghee),Balanced Clean Protein (20g-34g),270,24,30,5,9,21,4,Cold-Pressed Kachi Ghani Mustard Oil,YES,YES,NO,NO,NO,Seed Oil Free; Gluten-Free; High Protein; High Fiber; Low Sugar; Millet / Whole Grain,Toasted Bengal gram (sattu) flour; churned A2 cow milk chaas; finely chopped shallots & green chilies; kala namak; roasted cumin,24g Clean Pulse Protein; Probiotic Chaas; Zero Seed Oils; 9g Prebiotic Fiber; 100% Gluten-Free,₹330,4.8,258,Cooling powerhouse protein meal with roasted chana flour suspended in churned dahi. Extremely low glycemic index and 100% gluten-free.,13.08706,80.27475
in-chennai-600090-1,Steamed Ragi Mudde with Huruli (Horsegram) Saaru,Karnataka Millets (Besant Nagar),"Elliot's Beach Promenade, Chennai, Tamil Nadu 600090",Chennai,India,600090,Ancient Millets & Ayurvedic Staples,100% Plant-Based / Vegan,Balanced Clean Protein (20g-34g),290,23,38,4,12,26,5,Pure A2 Desi Cow Ghee,YES,YES,NO,YES,YES,Seed Oil Free; Gluten-Free; High Protein; High Fiber; Low Sugar; Millet / Whole Grain,Finger millet (ragi) whole grain flour; horsegram (kulthi) slow broth; crushed peppercorns; fresh coriander roots; curry leaf tadka,23g High-Protein Broth; Pure A2 Cow Ghee; Zero Seed Oils; 12g High Fiber; 100% Gluten-Free,₹315,4.7,202,Legendary Ayurvedic endurance staple. Steamed mineral-rich ragi ball paired with high-protein horsegram broth. Zero seed oils.,13.08399,80.28331
in-chennai-600090-2,High-Protein Sattu & Roasted Jeera Buttermilk Bowl,Bihar Sattu & Grain (Besant Nagar),"Elliot's Beach Promenade, Chennai, Tamil Nadu 600090",Chennai,India,600090,Pulse & Sprouted Legumes,Vegetarian (Dairy / Pure Ghee),Balanced Clean Protein (20g-34g),270,24,30,5,9,21,4,Cold-Pressed Kachi Ghani Mustard Oil,YES,YES,NO,NO,NO,Seed Oil Free; Gluten-Free; High Protein; High Fiber; Low Sugar; Millet / Whole Grain,Toasted Bengal gram (sattu) flour; churned A2 cow milk chaas; finely chopped shallots & green chilies; kala namak; roasted cumin,24g Clean Pulse Protein; Probiotic Chaas; Zero Seed Oils; 9g Prebiotic Fiber; 100% Gluten-Free,₹226,4.8,287,Cooling powerhouse protein meal with roasted chana flour suspended in churned dahi. Extremely low glycemic index and 100% gluten-free.,13.0919,80.28066
in-chennai-600090-3,Desi Clay Oven Chicken Tikka (Zero Batter),Fabcafe (Besant Nagar),"Elliot's Beach Promenade, Chennai, Tamil Nadu 600090",Chennai,India,600090,Clay Oven & Fire Grills,High-Protein Omnivore / Paleo,Super-High Protein (45g+),380,46,12,12,4,8,1,Pure A2 Desi Cow Ghee,YES,YES,YES,YES,NO,Seed Oil Free; Gluten-Free; High Protein; High Fiber; Low Sugar; Millet / Whole Grain,Pasture-raised chicken breast; hung cow milk dahi; Kashmiri degi mirch; roasted ajwain; kassori methi; fresh lemon,46g Clean Protein; Zero Seed Oils; Clay Oven Roasting; Zero Added Sugar; 100% Gluten-Free,₹348,4.9,292,"Boneless chicken breast steeped in hung curd, ginger-garlic, and cold-ground spices. Roasted in traditional clay tandoor without maida or food colors.",13.08671,80.2816
in-chennai-600090-4,Organic Palak Paneer & Foxtail Millet Khichdi,EatFit Organic (Besant Nagar),"Elliot's Beach Promenade, Chennai, Tamil Nadu 600090",Chennai,India,600090,Ancient Millets & Ayurvedic Staples,Vegetarian (Dairy / Pure Ghee),Balanced Clean Protein (20g-34g),390,26,36,14,9,27,4,Pure A2 Desi Cow Ghee,YES,YES,NO,YES,NO,Seed Oil Free; Gluten-Free; High Protein; High Fiber; Low Sugar; Millet / Whole Grain,Sprouted foxtail millet; pure cow milk paneer cubes; slow-simmered spinach purée; roasted jeera; pink Himalayan salt,26g Dairy & Millet Protein; Pure A2 Cow Ghee; Zero Seed Oils; 9g Dietary Fiber; 100% Gluten-Free,₹196,4.9,236,"Prebiotic superfood bowl cooked with mineral-dense foxtail millets and iron-rich baby spinach. Zero refined oils, naturally gluten-free.",13.08739,80.2676
in-chennai-600090-5,High-Protein Sprouted Moong & Kala Chana Chaat,Healthy Bites (Besant Nagar),"Elliot's Beach Promenade, Chennai, Tamil Nadu 600090",Chennai,India,600090,Pulse & Sprouted Legumes,100% Plant-Based / Vegan,Balanced Clean Protein (20g-34g),260,22,32,4,11,21,4,Cold-Pressed Kachi Ghani Mustard Oil,YES,YES,NO,NO,YES,Seed Oil Free; Gluten-Free; High Protein; High Fiber; Low Sugar; Millet / Whole Grain,Sprouted whole green moong; boiled black chana; diced cucumber & tomatoes; pomegranate arils; fresh lime juice; rock salt,22g Clean Pulse Protein; Raw / Cold-Pressed Mustard Oil; Zero Seed Oils; 11g High Fiber; 100% Gluten-Free,₹302,4.7,298,Bioavailable sprouted pulse chaat tossed raw with digestive roasted cumin and cold-pressed Kachi Ghani oil. Zero cooking loss of vitamins.,13.0848,80.26522
in-kochi-682001-1,Desi Clay Oven Chicken Tikka (Zero Batter),Fabcafe (Fort Kochi),"Burgher Street, Fort Kochi, Kochi, Kerala 682001",Kochi,India,682001,Clay Oven & Fire Grills,High-Protein Omnivore / Paleo,Super-High Protein (45g+),380,46,12,12,4,8,1,Pure A2 Desi Cow Ghee,YES,YES,YES,YES,NO,Seed Oil Free; Gluten-Free; High Protein; High Fiber; Low Sugar; Millet / Whole Grain,Pasture-raised chicken breast; hung cow milk dahi; Kashmiri degi mirch; roasted ajwain; kassori methi; fresh lemon,46g Clean Protein; Zero Seed Oils; Clay Oven Roasting; Zero Added Sugar; 100% Gluten-Free,₹182,4.9,154,"Boneless chicken breast steeped in hung curd, ginger-garlic, and cold-ground spices. Roasted in traditional clay tandoor without maida or food colors.",9.92782,76.2528
in-kochi-682001-2,Organic Palak Paneer & Foxtail Millet Khichdi,EatFit Organic (Fort Kochi),"Burgher Street, Fort Kochi, Kochi, Kerala 682001",Kochi,India,682001,Ancient Millets & Ayurvedic Staples,Vegetarian (Dairy / Pure Ghee),Balanced Clean Protein (20g-34g),390,26,36,14,9,27,4,Pure A2 Desi Cow Ghee,YES,YES,NO,YES,NO,Seed Oil Free; Gluten-Free; High Protein; High Fiber; Low Sugar; Millet / Whole Grain,Sprouted foxtail millet; pure cow milk paneer cubes; slow-simmered spinach purée; roasted jeera; pink Himalayan salt,26g Dairy & Millet Protein; Pure A2 Cow Ghee; Zero Seed Oils; 9g Dietary Fiber; 100% Gluten-Free,₹201,4.7,328,"Prebiotic superfood bowl cooked with mineral-dense foxtail millets and iron-rich baby spinach. Zero refined oils, naturally gluten-free.",9.93873,76.26817
in-kochi-682001-3,High-Protein Sprouted Moong & Kala Chana Chaat,Healthy Bites (Fort Kochi),"Burgher Street, Fort Kochi, Kochi, Kerala 682001",Kochi,India,682001,Pulse & Sprouted Legumes,100% Plant-Based / Vegan,Balanced Clean Protein (20g-34g),260,22,32,4,11,21,4,Cold-Pressed Kachi Ghani Mustard Oil,YES,YES,NO,NO,YES,Seed Oil Free; Gluten-Free; High Protein; High Fiber; Low Sugar; Millet / Whole Grain,Sprouted whole green moong; boiled black chana; diced cucumber & tomatoes; pomegranate arils; fresh lime juice; rock salt,22g Clean Pulse Protein; Raw / Cold-Pressed Mustard Oil; Zero Seed Oils; 11g High Fiber; 100% Gluten-Free,₹352,4.7,285,Bioavailable sprouted pulse chaat tossed raw with digestive roasted cumin and cold-pressed Kachi Ghani oil. Zero cooking loss of vitamins.,9.92694,76.2635
in-kochi-682001-4,Artisanal Cow Milk Paneer Tikka Salad,Greenr Cafe (Fort Kochi),"Burgher Street, Fort Kochi, Kochi, Kerala 682001",Kochi,India,682001,Salad & Raw Greens,Vegetarian (Dairy / Pure Ghee),Balanced Clean Protein (20g-34g),340,28,16,16,6,10,2,Pure A2 Desi Cow Ghee,YES,YES,YES,YES,NO,Seed Oil Free; Gluten-Free; High Protein; High Fiber; Low Sugar; Millet / Whole Grain,Organic grass-fed cow paneer; charred bell peppers & onions; massaged baby greens; mint-coriander emulsion; roasted flaxseed,28g High-Quality Protein; Pure A2 Desi Cow Ghee; Zero Seed Oils; 6g Dietary Fiber; 100% Gluten-Free,₹297,4.9,204,"Freshly coagulated cow milk paneer lightly blistered in clay tandoor. Low carb, high calcium, zero wheat additives.",9.9199,76.27149
in-kochi-682001-5,Coastal Wild Kingfish Tawa Steak,Mojigao Coastal (Fort Kochi),"Burgher Street, Fort Kochi, Kochi, Kerala 682001",Kochi,India,682001,Wild Seafood & Coastal,Pescetarian,High Protein (35g-44g),410,44,8,18,4,4,1,Wood-Pressed Virgin Coconut Oil,YES,YES,YES,NO,YES,Seed Oil Free; Gluten-Free; High Protein; High Fiber; Low Sugar; Millet / Whole Grain,Wild-caught coastal kingfish / surmai; freshly ground Malabar pepper; kokum extract; curry leaves; steamed French beans,44g Wild Marine Protein; Wood-Pressed Coconut Oil; Zero Seed Oils; Heart-Healthy Omega 3; 100% Gluten-Free,₹373,4.9,100,"Fresh caught kingfish pan-seared gently in cold-pressed virgin coconut oil with digestive kokum. Zero batter, zero trans-fats.",9.91724,76.26115
in-kochi-682036-1,Artisanal Cow Milk Paneer Tikka Salad,Greenr Cafe (Panampilly Nagar),"Main Avenue, Panampilly Nagar, Kochi, Kerala 682036",Kochi,India,682036,Salad & Raw Greens,Vegetarian (Dairy / Pure Ghee),Balanced Clean Protein (20g-34g),340,28,16,16,6,10,2,Pure A2 Desi Cow Ghee,YES,YES,YES,YES,NO,Seed Oil Free; Gluten-Free; High Protein; High Fiber; Low Sugar; Millet / Whole Grain,Organic grass-fed cow paneer; charred bell peppers & onions; massaged baby greens; mint-coriander emulsion; roasted flaxseed,28g High-Quality Protein; Pure A2 Desi Cow Ghee; Zero Seed Oils; 6g Dietary Fiber; 100% Gluten-Free,₹278,4.7,300,"Freshly coagulated cow milk paneer lightly blistered in clay tandoor. Low carb, high calcium, zero wheat additives.",9.92168,76.26704
in-kochi-682036-2,Coastal Wild Kingfish Tawa Steak,Mojigao Coastal (Panampilly Nagar),"Main Avenue, Panampilly Nagar, Kochi, Kerala 682036",Kochi,India,682036,Wild Seafood & Coastal,Pescetarian,High Protein (35g-44g),410,44,8,18,4,4,1,Wood-Pressed Virgin Coconut Oil,YES,YES,YES,NO,YES,Seed Oil Free; Gluten-Free; High Protein; High Fiber; Low Sugar; Millet / Whole Grain,Wild-caught coastal kingfish / surmai; freshly ground Malabar pepper; kokum extract; curry leaves; steamed French beans,44g Wild Marine Protein; Wood-Pressed Coconut Oil; Zero Seed Oils; Heart-Healthy Omega 3; 100% Gluten-Free,₹360,4.8,186,"Fresh caught kingfish pan-seared gently in cold-pressed virgin coconut oil with digestive kokum. Zero batter, zero trans-fats.",9.91907,76.2686
in-kochi-682036-3,Jowar Bhakri with Sprouted Matki Usal,Swaad Organic (Panampilly Nagar),"Main Avenue, Panampilly Nagar, Kochi, Kerala 682036",Kochi,India,682036,Ancient Millets & Ayurvedic Staples,100% Plant-Based / Vegan,Balanced Clean Protein (20g-34g),320,21,42,6,10,32,5,Pure A2 Desi Cow Ghee,YES,YES,NO,YES,YES,Seed Oil Free; Gluten-Free; High Protein; High Fiber; Low Sugar; Millet / Whole Grain,100% Hand-pressed jowar (sorghum) flour; sprouted dew beans (matki); fresh ginger & garlic; tempered mustard seeds; green chili,21g Plant Protein; Pure A2 Ghee; Zero Seed Oils; 10g Millet Fiber; 100% Gluten-Free,₹374,4.8,199,"Ancient grain sorghum roti hand-patted and puffed on cast-iron tawa, served with enzymatic sprouted dew bean curry. 100% gluten-free.",9.92009,76.26989
in-kochi-682036-4,Steamed Ragi Mudde with Huruli (Horsegram) Saaru,Karnataka Millets (Panampilly Nagar),"Main Avenue, Panampilly Nagar, Kochi, Kerala 682036",Kochi,India,682036,Ancient Millets & Ayurvedic Staples,100% Plant-Based / Vegan,Balanced Clean Protein (20g-34g),290,23,38,4,12,26,5,Pure A2 Desi Cow Ghee,YES,YES,NO,YES,YES,Seed Oil Free; Gluten-Free; High Protein; High Fiber; Low Sugar; Millet / Whole Grain,Finger millet (ragi) whole grain flour; horsegram (kulthi) slow broth; crushed peppercorns; fresh coriander roots; curry leaf tadka,23g High-Protein Broth; Pure A2 Cow Ghee; Zero Seed Oils; 12g High Fiber; 100% Gluten-Free,₹314,4.8,397,Legendary Ayurvedic endurance staple. Steamed mineral-rich ragi ball paired with high-protein horsegram broth. Zero seed oils.,9.94222,76.26508
in-kochi-682036-5,High-Protein Sattu & Roasted Jeera Buttermilk Bowl,Bihar Sattu & Grain (Panampilly Nagar),"Main Avenue, Panampilly Nagar, Kochi, Kerala 682036",Kochi,India,682036,Pulse & Sprouted Legumes,Vegetarian (Dairy / Pure Ghee),Balanced Clean Protein (20g-34g),270,24,30,5,9,21,4,Cold-Pressed Kachi Ghani Mustard Oil,YES,YES,NO,NO,NO,Seed Oil Free; Gluten-Free; High Protein; High Fiber; Low Sugar; Millet / Whole Grain,Toasted Bengal gram (sattu) flour; churned A2 cow milk chaas; finely chopped shallots & green chilies; kala namak; roasted cumin,24g Clean Pulse Protein; Probiotic Chaas; Zero Seed Oils; 9g Prebiotic Fiber; 100% Gluten-Free,₹204,4.8,92,Cooling powerhouse protein meal with roasted chana flour suspended in churned dahi. Extremely low glycemic index and 100% gluten-free.,9.94544,76.25773
in-coimbatore-641002-1,Desi Clay Oven Chicken Tikka (Zero Batter),Fabcafe (R.S. Puram),"D.B. Road, R.S. Puram, Coimbatore, Tamil Nadu 641002",Coimbatore,India,641002,Clay Oven & Fire Grills,High-Protein Omnivore / Paleo,Super-High Protein (45g+),380,46,12,12,4,8,1,Pure A2 Desi Cow Ghee,YES,YES,YES,YES,NO,Seed Oil Free; Gluten-Free; High Protein; High Fiber; Low Sugar; Millet / Whole Grain,Pasture-raised chicken breast; hung cow milk dahi; Kashmiri degi mirch; roasted ajwain; kassori methi; fresh lemon,46g Clean Protein; Zero Seed Oils; Clay Oven Roasting; Zero Added Sugar; 100% Gluten-Free,₹249,4.7,227,"Boneless chicken breast steeped in hung curd, ginger-garlic, and cold-ground spices. Roasted in traditional clay tandoor without maida or food colors.",11.00752,76.94393
in-coimbatore-641002-2,Organic Palak Paneer & Foxtail Millet Khichdi,EatFit Organic (R.S. Puram),"D.B. Road, R.S. Puram, Coimbatore, Tamil Nadu 641002",Coimbatore,India,641002,Ancient Millets & Ayurvedic Staples,Vegetarian (Dairy / Pure Ghee),Balanced Clean Protein (20g-34g),390,26,36,14,9,27,4,Pure A2 Desi Cow Ghee,YES,YES,NO,YES,NO,Seed Oil Free; Gluten-Free; High Protein; High Fiber; Low Sugar; Millet / Whole Grain,Sprouted foxtail millet; pure cow milk paneer cubes; slow-simmered spinach purée; roasted jeera; pink Himalayan salt,26g Dairy & Millet Protein; Pure A2 Cow Ghee; Zero Seed Oils; 9g Dietary Fiber; 100% Gluten-Free,₹360,4.8,311,"Prebiotic superfood bowl cooked with mineral-dense foxtail millets and iron-rich baby spinach. Zero refined oils, naturally gluten-free.",11.0071,76.95765
in-coimbatore-641002-3,High-Protein Sprouted Moong & Kala Chana Chaat,Healthy Bites (R.S. Puram),"D.B. Road, R.S. Puram, Coimbatore, Tamil Nadu 641002",Coimbatore,India,641002,Pulse & Sprouted Legumes,100% Plant-Based / Vegan,Balanced Clean Protein (20g-34g),260,22,32,4,11,21,4,Cold-Pressed Kachi Ghani Mustard Oil,YES,YES,NO,NO,YES,Seed Oil Free; Gluten-Free; High Protein; High Fiber; Low Sugar; Millet / Whole Grain,Sprouted whole green moong; boiled black chana; diced cucumber & tomatoes; pomegranate arils; fresh lime juice; rock salt,22g Clean Pulse Protein; Raw / Cold-Pressed Mustard Oil; Zero Seed Oils; 11g High Fiber; 100% Gluten-Free,₹200,4.7,146,Bioavailable sprouted pulse chaat tossed raw with digestive roasted cumin and cold-pressed Kachi Ghani oil. Zero cooking loss of vitamins.,11.01002,76.95
in-coimbatore-641002-4,Artisanal Cow Milk Paneer Tikka Salad,Greenr Cafe (R.S. Puram),"D.B. Road, R.S. Puram, Coimbatore, Tamil Nadu 641002",Coimbatore,India,641002,Salad & Raw Greens,Vegetarian (Dairy / Pure Ghee),Balanced Clean Protein (20g-34g),340,28,16,16,6,10,2,Pure A2 Desi Cow Ghee,YES,YES,YES,YES,NO,Seed Oil Free; Gluten-Free; High Protein; High Fiber; Low Sugar; Millet / Whole Grain,Organic grass-fed cow paneer; charred bell peppers & onions; massaged baby greens; mint-coriander emulsion; roasted flaxseed,28g High-Quality Protein; Pure A2 Desi Cow Ghee; Zero Seed Oils; 6g Dietary Fiber; 100% Gluten-Free,₹247,4.9,204,"Freshly coagulated cow milk paneer lightly blistered in clay tandoor. Low carb, high calcium, zero wheat additives.",11.01275,76.94407
in-coimbatore-641002-5,Coastal Wild Kingfish Tawa Steak,Mojigao Coastal (R.S. Puram),"D.B. Road, R.S. Puram, Coimbatore, Tamil Nadu 641002",Coimbatore,India,641002,Wild Seafood & Coastal,Pescetarian,High Protein (35g-44g),410,44,8,18,4,4,1,Wood-Pressed Virgin Coconut Oil,YES,YES,YES,NO,YES,Seed Oil Free; Gluten-Free; High Protein; High Fiber; Low Sugar; Millet / Whole Grain,Wild-caught coastal kingfish / surmai; freshly ground Malabar pepper; kokum extract; curry leaves; steamed French beans,44g Wild Marine Protein; Wood-Pressed Coconut Oil; Zero Seed Oils; Heart-Healthy Omega 3; 100% Gluten-Free,₹353,4.7,334,"Fresh caught kingfish pan-seared gently in cold-pressed virgin coconut oil with digestive kokum. Zero batter, zero trans-fats.",11.00387,76.96445
in-mysuru-570002-1,Desi Clay Oven Chicken Tikka (Zero Batter),Fabcafe (Gokulam),"10th Cross, Gokulam, Mysuru, Karnataka 570002",Mysuru,India,570002,Clay Oven & Fire Grills,High-Protein Omnivore / Paleo,Super-High Protein (45g+),380,46,12,12,4,8,1,Pure A2 Desi Cow Ghee,YES,YES,YES,YES,NO,Seed Oil Free; Gluten-Free; High Protein; High Fiber; Low Sugar; Millet / Whole Grain,Pasture-raised chicken breast; hung cow milk dahi; Kashmiri degi mirch; roasted ajwain; kassori methi; fresh lemon,46g Clean Protein; Zero Seed Oils; Clay Oven Roasting; Zero Added Sugar; 100% Gluten-Free,₹274,4.9,140,"Boneless chicken breast steeped in hung curd, ginger-garlic, and cold-ground spices. Roasted in traditional clay tandoor without maida or food colors.",12.30025,76.64805
in-mysuru-570002-2,Organic Palak Paneer & Foxtail Millet Khichdi,EatFit Organic (Gokulam),"10th Cross, Gokulam, Mysuru, Karnataka 570002",Mysuru,India,570002,Ancient Millets & Ayurvedic Staples,Vegetarian (Dairy / Pure Ghee),Balanced Clean Protein (20g-34g),390,26,36,14,9,27,4,Pure A2 Desi Cow Ghee,YES,YES,NO,YES,NO,Seed Oil Free; Gluten-Free; High Protein; High Fiber; Low Sugar; Millet / Whole Grain,Sprouted foxtail millet; pure cow milk paneer cubes; slow-simmered spinach purée; roasted jeera; pink Himalayan salt,26g Dairy & Millet Protein; Pure A2 Cow Ghee; Zero Seed Oils; 9g Dietary Fiber; 100% Gluten-Free,₹196,4.8,220,"Prebiotic superfood bowl cooked with mineral-dense foxtail millets and iron-rich baby spinach. Zero refined oils, naturally gluten-free.",12.29172,76.64756
in-mysuru-570002-3,High-Protein Sprouted Moong & Kala Chana Chaat,Healthy Bites (Gokulam),"10th Cross, Gokulam, Mysuru, Karnataka 570002",Mysuru,India,570002,Pulse & Sprouted Legumes,100% Plant-Based / Vegan,Balanced Clean Protein (20g-34g),260,22,32,4,11,21,4,Cold-Pressed Kachi Ghani Mustard Oil,YES,YES,NO,NO,YES,Seed Oil Free; Gluten-Free; High Protein; High Fiber; Low Sugar; Millet / Whole Grain,Sprouted whole green moong; boiled black chana; diced cucumber & tomatoes; pomegranate arils; fresh lime juice; rock salt,22g Clean Pulse Protein; Raw / Cold-Pressed Mustard Oil; Zero Seed Oils; 11g High Fiber; 100% Gluten-Free,₹354,4.7,193,Bioavailable sprouted pulse chaat tossed raw with digestive roasted cumin and cold-pressed Kachi Ghani oil. Zero cooking loss of vitamins.,12.28724,76.65367
in-mysuru-570002-4,Artisanal Cow Milk Paneer Tikka Salad,Greenr Cafe (Gokulam),"10th Cross, Gokulam, Mysuru, Karnataka 570002",Mysuru,India,570002,Salad & Raw Greens,Vegetarian (Dairy / Pure Ghee),Balanced Clean Protein (20g-34g),340,28,16,16,6,10,2,Pure A2 Desi Cow Ghee,YES,YES,YES,YES,NO,Seed Oil Free; Gluten-Free; High Protein; High Fiber; Low Sugar; Millet / Whole Grain,Organic grass-fed cow paneer; charred bell peppers & onions; massaged baby greens; mint-coriander emulsion; roasted flaxseed,28g High-Quality Protein; Pure A2 Desi Cow Ghee; Zero Seed Oils; 6g Dietary Fiber; 100% Gluten-Free,₹330,4.7,345,"Freshly coagulated cow milk paneer lightly blistered in clay tandoor. Low carb, high calcium, zero wheat additives.",12.28901,76.64277
in-mysuru-570002-5,Coastal Wild Kingfish Tawa Steak,Mojigao Coastal (Gokulam),"10th Cross, Gokulam, Mysuru, Karnataka 570002",Mysuru,India,570002,Wild Seafood & Coastal,Pescetarian,High Protein (35g-44g),410,44,8,18,4,4,1,Wood-Pressed Virgin Coconut Oil,YES,YES,YES,NO,YES,Seed Oil Free; Gluten-Free; High Protein; High Fiber; Low Sugar; Millet / Whole Grain,Wild-caught coastal kingfish / surmai; freshly ground Malabar pepper; kokum extract; curry leaves; steamed French beans,44g Wild Marine Protein; Wood-Pressed Coconut Oil; Zero Seed Oils; Heart-Healthy Omega 3; 100% Gluten-Free,₹287,4.7,198,"Fresh caught kingfish pan-seared gently in cold-pressed virgin coconut oil with digestive kokum. Zero batter, zero trans-fats.",12.30783,76.62886
